key,service,resource_name,asset_class,identity_rule,parent_params,required_args,collect,reason
fis.tags_for_resource,fis,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
fis.target_account_configuration,fis,TargetAccountConfiguration,artifact,none,,,no,"name denotes an API readout, not a resource"
fms.admin_accounts_for_organization,fms,admin_accounts_for_organization,artifact,none,,,no,returns a list but declares no id field
fms.tags_for_resource,fms,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
forecast.forecast,forecast,forecast,artifact,none,,,no,"name denotes an API readout, not a resource"
forecast.what_if_analys,forecast,what_if_analys,artifact,none,,,no,returns a list but declares no id field
forecast.what_if_forecast,forecast,what_if_forecast,artifact,none,,,no,"name denotes an API readout, not a resource"
forecastquery.query_forecast,forecastquery,query_forecast,artifact,none,,,no,"name denotes an API readout, not a resource"
forecastquery.query_what_if_forecast,forecastquery,query_what_if_forecast,artifact,none,,,no,"name denotes an API readout, not a resource"
frauddetector.event_prediction,frauddetector,event_prediction,artifact,none,,,no,returns a list but declares no id field
frauddetector.tags_for_resource,frauddetector,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
freetier.account_activity,freetier,account_activity,artifact,none,,,no,returns a list but declares no id field
freetier.account_plan_state,freetier,account_plan_state,artifact,none,,,no,returns a list but declares no id field
freetier.free_tier_usage,freetier,free_tier_usage,artifact,none,,,no,"name denotes an API readout, not a resource"
fsx.s3_access_point_attachment,fsx,S3AccessPointAttachment,artifact,none,,,no,no read operation; cannot be collected
gamelift.container_group_definition_version,gamelift,container_group_definition_version,artifact,none,,,no,returns a list but declares no id field
gamelift.ec2_instance_limit,gamelift,ec2_instance_limit,artifact,none,,,no,"name denotes an API readout, not a resource"
gamelift.fleet_attribute,gamelift,fleet_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
gamelift.fleet_capacity,gamelift,fleet_capacity,artifact,none,,,no,returns a list but declares no id field
gamelift.fleet_deployment,gamelift,fleet_deployment,artifact,none,,,no,returns a list but declares no id field
gamelift.fleet_location_attribute,gamelift,fleet_location_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
gamelift.fleet_utilization,gamelift,fleet_utilization,artifact,none,,,no,returns a list but declares no id field
gamelift.game_session,gamelift,game_session,artifact,none,,,no,returns a list but declares no id field
gamelift.game_session_detail,gamelift,game_session_detail,artifact,none,,,no,returns a list but declares no id field
gamelift.tags_for_resource,gamelift,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
gamelift.vpc_peering_authorization,gamelift,vpc_peering_authorization,artifact,none,,,no,returns a list but declares no id field
gameliftstreams.tags_for_resource,gameliftstreams,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
geo-maps.glyph,geo-maps,glyph,artifact,none,,,no,returns a list but declares no id field
geo-maps.sprite,geo-maps,sprite,artifact,none,,,no,returns a list but declares no id field
geo-maps.static_map,geo-maps,static_map,artifact,none,,,no,returns a list but declares no id field
geo-maps.style_descriptor,geo-maps,style_descriptor,artifact,none,,,no,returns a list but declares no id field
geo-maps.tile,geo-maps,tile,artifact,none,,,no,returns a list but declares no id field
geo-places.search_nearby,geo-places,search_nearby,artifact,none,,,no,returns a list but declares no id field
geo-places.search_text,geo-places,search_text,artifact,none,,,no,returns a list but declares no id field
globalaccelerator.accelerator_attribute,globalaccelerator,accelerator_attribute,artifact,none,,,no,"name denotes an API readout, not a resource"
globalaccelerator.endpoint_group,globalaccelerator,EndpointGroup,artifact,none,,,no,no read operation; cannot be collected
glue.glue_identity_center_configuration,glue,glue_identity_center_configuration,artifact,none,,,no,returns a list but declares no id field
glue.identity_center_configuration,glue,IdentityCenterConfiguration,artifact,none,,,no,no read operation; cannot be collected
glue.partition,glue,Partition,artifact,none,,,no,no read operation; cannot be collected
glue.schema_version_metadata,glue,SchemaVersionMetadata,artifact,none,,,no,"name denotes an API readout, not a resource"
glue.table_optimizer,glue,TableOptimizer,artifact,none,,,no,no read operation; cannot be collected
glue.usage_profile,glue,UsageProfile,artifact,none,,,no,no read operation; cannot be collected
glue.user_defined_function,glue,UserDefinedFunction,artifact,none,,,no,no read operation; cannot be collected
grafana.permission,grafana,permission,artifact,none,,,no,"name denotes an API readout, not a resource"
grafana.tags_for_resource,grafana,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
grafana.version,grafana,version,artifact,none,,,no,returns a list but declares no id field
greengrass.bulk_deployment_detailed_report,greengrass,bulk_deployment_detailed_report,artifact,none,,,no,"name denotes an API readout, not a resource"
greengrass.tags_for_resource,greengrass,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
greengrassv2.tags_for_resource,greengrassv2,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
groundstation.agent_task_response_url,groundstation,agent_task_response_url,artifact,none,,,no,returns a list but declares no id field
groundstation.dataflow_endpoint_group_v2,groundstation,DataflowEndpointGroupV2,artifact,none,,,no,no read operation; cannot be collected
groundstation.minute_usage,groundstation,minute_usage,artifact,none,,,no,"name denotes an API readout, not a resource"
groundstation.tags_for_resource,groundstation,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
guardduty.filter,guardduty,Filter,artifact,none,,,no,no read operation; cannot be collected
guardduty.guardduty_finding,guardduty,guardduty-finding,artifact,none,,,no,no read operation; cannot be collected
guardduty.ip_set,guardduty,IPSet,artifact,none,,,no,no read operation; cannot be collected
guardduty.malware_protection_plan,guardduty,MalwareProtectionPlan,artifact,none,,,no,no read operation; cannot be collected
guardduty.master,guardduty,Master,artifact,none,,,no,no read operation; cannot be collected
guardduty.member,guardduty,Member,artifact,none,,,no,no read operation; cannot be collected
guardduty.publishing_destination,guardduty,PublishingDestination,artifact,none,,,no,no read operation; cannot be collected
guardduty.threat_entity_set,guardduty,ThreatEntitySet,artifact,none,,,no,no read operation; cannot be collected
guardduty.threat_intel_set,guardduty,ThreatIntelSet,artifact,none,,,no,no read operation; cannot be collected
guardduty.trusted_entity_set,guardduty,TrustedEntitySet,artifact,none,,,no,no read operation; cannot be collected
health.entity_aggregate,health,entity_aggregate,artifact,none,,,no,returns a list but declares no id field
health.event_type,health,event_type,artifact,none,,,no,returns a list but declares no id field
healthimaging.datastore,healthimaging,Datastore,artifact,none,,,no,no read operation; cannot be collected
healthlake.data_transformation_profile,healthlake,DataTransformationProfile,artifact,none,,,no,no read operation; cannot be collected
healthlake.tags_for_resource,healthlake,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
iam.account_summary,iam,account_summary,artifact,none,,,no,"name denotes an API readout, not a resource"
iam.managed_policy,iam,ManagedPolicy,artifact,none,,,no,no read operation; cannot be collected
iam.mfa_device,iam,mfa_device,artifact,none,,,no,returns a list but declares no id field
iam.oidc_provider,iam,OIDCProvider,artifact,none,,,no,no read operation; cannot be collected
iam.role_policy,iam,RolePolicy,artifact,none,,,no,no read operation; cannot be collected
iam.service_linked_role,iam,ServiceLinkedRole,artifact,none,,,no,no read operation; cannot be collected
iam.signing_certificate,iam,signing_certificate,artifact,none,,,no,returns a list but declares no id field
iam.user_to_group_addition,iam,UserToGroupAddition,artifact,none,,,no,no read operation; cannot be collected
identitystore.group_membership,identitystore,GroupMembership,artifact,none,,,no,no read operation; cannot be collected
imagebuilder.image_scan_finding,imagebuilder,image_scan_finding,artifact,none,,,no,returns a list but declares no id field
imagebuilder.image_scan_finding_aggregation,imagebuilder,image_scan_finding_aggregation,artifact,none,,,no,returns a list but declares no id field
imagebuilder.marketplace_resource,imagebuilder,marketplace_resource,artifact,none,,,no,returns a list but declares no id field
imagebuilder.tags_for_resource,imagebuilder,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
inspector.event_subscription,inspector,event_subscription,artifact,none,,,no,returns a list but declares no id field
inspector.resource_group,inspector,ResourceGroup,artifact,none,,,no,no read operation; cannot be collected
inspector.rules_package,inspector,rules_package,artifact,none,,,no,returns a list but declares no id field
inspector2.cis_scan,inspector2,cis_scan,artifact,none,,,no,returns a list but declares no id field
inspector2.coverage,inspector2,coverage,artifact,none,,,no,returns a list but declares no id field
inspectorv2.cis_scan_configuration,inspectorv2,CisScanConfiguration,artifact,none,,,no,no read operation; cannot be collected
inspectorv2.code_security_integration,inspectorv2,CodeSecurityIntegration,artifact,none,,,no,no read operation; cannot be collected
inspectorv2.code_security_scan_configuration,inspectorv2,CodeSecurityScanConfiguration,artifact,none,,,no,no read operation; cannot be collected
inspectorv2.filter,inspectorv2,Filter,artifact,none,,,no,no read operation; cannot be collected
interconnect.connection,interconnect,Connection,artifact,none,,,no,no read operation; cannot be collected
internetmonitor.internet_event,internetmonitor,internet_event,artifact,none,,,no,returns a list but declares no id field
internetmonitor.query_result,internetmonitor,query_result,artifact,none,,,no,"name denotes an API readout, not a resource"
internetmonitor.tags_for_resource,internetmonitor,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
invoicing.invoice_pdf,invoicing,invoice_pdf,artifact,none,,,no,returns a list but declares no id field
invoicing.invoice_summary,invoicing,invoice_summary,artifact,none,,,no,"name denotes an API readout, not a resource"
invoicing.tags_for_resource,invoicing,tags_for_resource,artifact,none,,,no,"name denotes an API readout, not a resource"
iot.active_violation,iot,active_violation,artifact,none,,,no,returns a list but declares no id field
iot.audit_finding,iot,audit_finding,artifact,none,,,no,"name denotes an API readout, not a resource"
