cfn_type,cfn_namespace,cfn_resource,slug,primary_identifier,additional_identifiers,arn_property,has_read_handler,taggable,relationship_refs,description
AWS::DynamoDB::GlobalTable,DynamoDB,GlobalTable,dynamodb.global_table,TableName,Arn;StreamArn,Arn,yes,no,3,Version: None. Resource Type definition for AWS::DynamoDB::GlobalTable
AWS::DynamoDB::Table,DynamoDB,Table,dynamodb.table,TableName,,Arn,yes,yes,3,"The ``AWS::DynamoDB::Table`` resource creates a DDB table. For more information, see [CreateTable](https://docs.aws.amazon.com/amazondynamodb/latest/APIReference/API_CreateTable.html) in the *API Refe"
AWS::EC2::CapacityManagerDataExport,EC2,CapacityManagerDataExport,ec2.capacity_manager_data_export,CapacityManagerDataExportId,,,yes,yes,,Resource Type definition for AWS::EC2::CapacityManagerDataExport
AWS::EC2::CapacityReservation,EC2,CapacityReservation,ec2.capacity_reservation,Id,,CapacityReservationArn,yes,yes,,Resource Type definition for AWS::EC2::CapacityReservation
AWS::EC2::CapacityReservationFleet,EC2,CapacityReservationFleet,ec2.capacity_reservation_fleet,CapacityReservationFleetId,,,yes,yes,,Resource Type definition for AWS::EC2::CapacityReservationFleet
AWS::EC2::CarrierGateway,EC2,CarrierGateway,ec2.carrier_gateway,CarrierGatewayId,,,yes,yes,,Resource Type definition for Carrier Gateway which describes the Carrier Gateway resource
AWS::EC2::ClientVpnAuthorizationRule,EC2,ClientVpnAuthorizationRule,ec2.client_vpn_authorization_rule,Id,,,no,no,,Resource Type definition for AWS::EC2::ClientVpnAuthorizationRule
AWS::EC2::ClientVpnEndpoint,EC2,ClientVpnEndpoint,ec2.client_vpn_endpoint,Id,,,no,no,,Resource Type definition for AWS::EC2::ClientVpnEndpoint
AWS::EC2::ClientVpnRoute,EC2,ClientVpnRoute,ec2.client_vpn_route,Id,,,no,no,,Resource Type definition for AWS::EC2::ClientVpnRoute
AWS::EC2::ClientVpnTargetNetworkAssociation,EC2,ClientVpnTargetNetworkAssociation,ec2.client_vpn_target_network_association,Id,,,no,no,,Resource Type definition for AWS::EC2::ClientVpnTargetNetworkAssociation
AWS::EC2::CustomerGateway,EC2,CustomerGateway,ec2.customer_gateway,CustomerGatewayId,,,yes,yes,,Specifies a customer gateway.
AWS::EC2::DHCPOptions,EC2,DHCPOptions,ec2.dhcp_options,DhcpOptionsId,,,yes,yes,,Resource Type definition for AWS::EC2::DHCPOptions
AWS::EC2::EC2Fleet,EC2,EC2Fleet,ec2.ec2_fleet,FleetId,,,yes,no,,Resource Type definition for AWS::EC2::EC2Fleet
AWS::EC2::EIP,EC2,EIP,ec2.eip,"PublicIp,AllocationId",,,yes,yes,,"Specifies an Elastic IP (EIP) address and can, optionally, associate it with an Amazon EC2 instance.  You can allocate an Elastic IP address from an address pool owned by AWS or from an address pool c"
AWS::EC2::EIPAssociation,EC2,EIPAssociation,ec2.eip_association,Id,,,yes,no,2,"Associates an Elastic IP address with an instance or a network interface. Before you can use an Elastic IP address, you must allocate it to your account. For more information about working with Elasti"
AWS::EC2::EgressOnlyInternetGateway,EC2,EgressOnlyInternetGateway,ec2.egress_only_internet_gateway,Id,,,yes,yes,,Resource Type definition for AWS::EC2::EgressOnlyInternetGateway
AWS::EC2::EnclaveCertificateIamRoleAssociation,EC2,EnclaveCertificateIamRoleAssociation,ec2.enclave_certificate_iam_role_association,"CertificateArn,RoleArn",,,yes,no,,Associates an AWS Identity and Access Management (IAM) role with an AWS Certificate Manager (ACM) certificate. This association is based on Amazon Resource Names and it enables the certificate to be u
AWS::EC2::FlowLog,EC2,FlowLog,ec2.flow_log,Id,,,yes,yes,,"Specifies a VPC flow log, which enables you to capture IP traffic for a specific network interface, subnet, or VPC."
AWS::EC2::GatewayRouteTableAssociation,EC2,GatewayRouteTableAssociation,ec2.gateway_route_table_association,GatewayId,,,yes,no,,Associates a gateway with a route table. The gateway and route table must be in the same VPC. This association causes the incoming traffic to the gateway to be routed according to the routes in the ro
AWS::EC2::Host,EC2,Host,ec2.host,HostId,,,yes,yes,,Resource Type definition for AWS::EC2::Host
AWS::EC2::IPAM,EC2,IPAM,ec2.ipam,IpamId,,Arn,yes,yes,,Resource Schema of AWS::EC2::IPAM Type
AWS::EC2::IPAMAllocation,EC2,IPAMAllocation,ec2.ipam_allocation,"IpamPoolId,IpamPoolAllocationId,Cidr",,,yes,no,,Resource Schema of AWS::EC2::IPAMAllocation Type
AWS::EC2::IPAMPool,EC2,IPAMPool,ec2.ipam_pool,IpamPoolId,,Arn,yes,yes,,Resource Schema of AWS::EC2::IPAMPool Type
AWS::EC2::IPAMPoolCidr,EC2,IPAMPoolCidr,ec2.ipam_pool_cidr,"IpamPoolId,IpamPoolCidrId",,,yes,no,,Resource Schema of AWS::EC2::IPAMPoolCidr Type
AWS::EC2::IPAMPrefixListResolver,EC2,IPAMPrefixListResolver,ec2.ipam_prefix_list_resolver,IpamPrefixListResolverId,,IpamArn,yes,yes,,Resource Type definition for AWS::EC2::IPAMPrefixListResolver
AWS::EC2::IPAMPrefixListResolverTarget,EC2,IPAMPrefixListResolverTarget,ec2.ipam_prefix_list_resolver_target,IpamPrefixListResolverTargetId,,IpamPrefixListResolverTargetArn,yes,yes,,Resource Type definition for AWS::EC2::IPAMPrefixListResolverTarget
AWS::EC2::IPAMResourceDiscovery,EC2,IPAMResourceDiscovery,ec2.ipam_resource_discovery,IpamResourceDiscoveryId,,IpamResourceDiscoveryArn,yes,yes,,Resource Schema of AWS::EC2::IPAMResourceDiscovery Type
AWS::EC2::IPAMResourceDiscoveryAssociation,EC2,IPAMResourceDiscoveryAssociation,ec2.ipam_resource_discovery_association,IpamResourceDiscoveryAssociationId,,IpamArn,yes,yes,,Resource Schema of AWS::EC2::IPAMResourceDiscoveryAssociation Type
AWS::EC2::IPAMScope,EC2,IPAMScope,ec2.ipam_scope,IpamScopeId,,Arn,yes,yes,,Resource Schema of AWS::EC2::IPAMScope Type
AWS::EC2::Instance,EC2,Instance,ec2.instance,InstanceId,,,yes,yes,,Resource Type definition for AWS::EC2::Instance
AWS::EC2::InstanceConnectEndpoint,EC2,InstanceConnectEndpoint,ec2.instance_connect_endpoint,Id,,InstanceConnectEndpointArn,yes,yes,,Resource Type definition for AWS::EC2::InstanceConnectEndpoint
AWS::EC2::InternetGateway,EC2,InternetGateway,ec2.internet_gateway,InternetGatewayId,,,yes,yes,,"Allocates an internet gateway for use with a VPC. After creating the Internet gateway, you then attach it to a VPC."
AWS::EC2::IpPoolRouteTableAssociation,EC2,IpPoolRouteTableAssociation,ec2.ip_pool_route_table_association,AssociationId,,,yes,no,,Resource Type definition for AWS::EC2::IpPoolRouteTableAssociation
AWS::EC2::KeyPair,EC2,KeyPair,ec2.key_pair,KeyName,KeyPairId,,yes,yes,,"Specifies a key pair for use with an EC2long instance as follows:   +  To import an existing key pair, include the ``PublicKeyMaterial`` property.   +  To create a new key pair, omit the ``PublicKeyMa"
AWS::EC2::LaunchTemplate,EC2,LaunchTemplate,ec2.launch_template,LaunchTemplateId,,,yes,no,,Specifies the properties for creating a launch template.  The minimum required properties for specifying a launch template are as follows:   +  You must specify at least one property for the launch te
AWS::EC2::LocalGatewayRoute,EC2,LocalGatewayRoute,ec2.local_gateway_route,"DestinationCidrBlock,LocalGatewayRouteTableId",,,yes,no,,Resource Type definition for Local Gateway Route which describes a route for a local gateway route table.
AWS::EC2::LocalGatewayRouteTable,EC2,LocalGatewayRouteTable,ec2.local_gateway_route_table,LocalGatewayRouteTableId,,LocalGatewayRouteTableArn,yes,yes,,Resource Type definition for Local Gateway Route Table which describes a route table for a local gateway.
AWS::EC2::LocalGatewayRouteTableVPCAssociation,EC2,LocalGatewayRouteTableVPCAssociation,ec2.local_gateway_route_table_vpc_association,LocalGatewayRouteTableVpcAssociationId,,,yes,yes,,Resource Type definition for Local Gateway Route Table VPC Association which describes an association between a local gateway route table and a VPC.
AWS::EC2::LocalGatewayRouteTableVirtualInterfaceGroupAssociation,EC2,LocalGatewayRouteTableVirtualInterfaceGroupAssociation,ec2.local_gateway_route_table_virtual_interface_group_association,LocalGatewayRouteTableVirtualInterfaceGroupAssociationId,,LocalGatewayRouteTableArn,yes,yes,,Resource Type definition for Local Gateway Route Table Virtual Interface Group Association which describes a local gateway route table virtual interface group association for a local gateway.
AWS::EC2::LocalGatewayVirtualInterface,EC2,LocalGatewayVirtualInterface,ec2.local_gateway_virtual_interface,LocalGatewayVirtualInterfaceId,,,yes,yes,,Resource Type definition for Local Gateway Virtual Interface which describes a virtual interface for AWS Outposts local gateways.
AWS::EC2::LocalGatewayVirtualInterfaceGroup,EC2,LocalGatewayVirtualInterfaceGroup,ec2.local_gateway_virtual_interface_group,LocalGatewayVirtualInterfaceGroupId,,LocalGatewayVirtualInterfaceGroupArn,yes,yes,,Resource Type definition for LocalGatewayVirtualInterfaceGroup which describes a group of LocalGateway VirtualInterfaces
AWS::EC2::NatGateway,EC2,NatGateway,ec2.nat_gateway,NatGatewayId,,,yes,yes,,Specifies a network address translation (NAT) gateway in the specified subnet. You can create either a public NAT gateway or a private NAT gateway. The default is a public NAT gateway. If you create a
AWS::EC2::NetworkAcl,EC2,NetworkAcl,ec2.network_acl,Id,,,yes,yes,,"Specifies a network ACL for your VPC.  To add a network ACL entry, see [AWS::EC2::NetworkAclEntry](https://docs.aws.amazon.com/AWSCloudFormation/latest/UserGuide/aws-resource-ec2-networkaclentry.html)"
AWS::EC2::NetworkAclEntry,EC2,NetworkAclEntry,ec2.network_acl_entry,Id,,,no,no,,Resource Type definition for AWS::EC2::NetworkAclEntry
AWS::EC2::NetworkInsightsAccessScope,EC2,NetworkInsightsAccessScope,ec2.network_insights_access_scope,NetworkInsightsAccessScopeId,NetworkInsightsAccessScopeArn,NetworkInsightsAccessScopeArn,yes,yes,,Resource schema for AWS::EC2::NetworkInsightsAccessScope
AWS::EC2::NetworkInsightsAccessScopeAnalysis,EC2,NetworkInsightsAccessScopeAnalysis,ec2.network_insights_access_scope_analysis,NetworkInsightsAccessScopeAnalysisId,NetworkInsightsAccessScopeAnalysisArn,NetworkInsightsAccessScopeAnalysisArn,yes,yes,,Resource schema for AWS::EC2::NetworkInsightsAccessScopeAnalysis
AWS::EC2::NetworkInsightsAnalysis,EC2,NetworkInsightsAnalysis,ec2.network_insights_analysis,NetworkInsightsAnalysisId,NetworkInsightsAnalysisArn,NetworkInsightsAnalysisArn,yes,yes,,Resource schema for AWS::EC2::NetworkInsightsAnalysis
AWS::EC2::NetworkInsightsPath,EC2,NetworkInsightsPath,ec2.network_insights_path,NetworkInsightsPathId,NetworkInsightsPathArn,NetworkInsightsPathArn,yes,yes,,Resource schema for AWS::EC2::NetworkInsightsPath
AWS::EC2::NetworkInterface,EC2,NetworkInterface,ec2.network_interface,Id,,,yes,yes,,The AWS::EC2::NetworkInterface resource creates network interface
AWS::EC2::NetworkInterfaceAttachment,EC2,NetworkInterfaceAttachment,ec2.network_interface_attachment,AttachmentId,NetworkInterfaceId,,yes,no,,Attaches an elastic network interface (ENI) to an Amazon EC2 instance. You can use this resource type to attach additional network interfaces to an instance without interruption.
AWS::EC2::NetworkInterfacePermission,EC2,NetworkInterfacePermission,ec2.network_interface_permission,Id,,,no,no,,Resource Type definition for AWS::EC2::NetworkInterfacePermission
AWS::EC2::NetworkPerformanceMetricSubscription,EC2,NetworkPerformanceMetricSubscription,ec2.network_performance_metric_subscription,"Source,Destination,Metric,Statistic",,,yes,no,,Resource Type definition for AWS::EC2::NetworkPerformanceMetricSubscription
AWS::EC2::PlacementGroup,EC2,PlacementGroup,ec2.placement_group,GroupName,,,yes,yes,,Resource Type definition for AWS::EC2::PlacementGroup
AWS::EC2::PrefixList,EC2,PrefixList,ec2.prefix_list,PrefixListId,,Arn,yes,yes,,Resource schema of AWS::EC2::PrefixList Type
AWS::EC2::Route,EC2,Route,ec2.route,"RouteTableId,CidrBlock",,,yes,no,,"Specifies a route in a route table. For more information, see [Routes](https://docs.aws.amazon.com/vpc/latest/userguide/VPC_Route_Tables.html#route-table-routes) in the *Amazon VPC User Guide*.  You m"
AWS::EC2::RouteServer,EC2,RouteServer,ec2.route_server,Id,,Arn,yes,yes,,VPC Route Server
AWS::EC2::RouteServerAssociation,EC2,RouteServerAssociation,ec2.route_server_association,"RouteServerId,VpcId",,,yes,no,,VPC Route Server Association
AWS::EC2::RouteServerEndpoint,EC2,RouteServerEndpoint,ec2.route_server_endpoint,Id,,Arn,yes,yes,,VPC Route Server Endpoint
AWS::EC2::RouteServerPeer,EC2,RouteServerPeer,ec2.route_server_peer,Id,,Arn,yes,yes,,VPC Route Server Peer
AWS::EC2::RouteServerPropagation,EC2,RouteServerPropagation,ec2.route_server_propagation,"RouteServerId,RouteTableId",,,yes,no,,VPC Route Server Propagation
AWS::EC2::RouteTable,EC2,RouteTable,ec2.route_table,RouteTableId,,,yes,yes,,"Specifies a route table for the specified VPC. After you create a route table, you can add routes and associate the table with a subnet.  For more information, see [Route tables](https://docs.aws.amaz"
AWS::EC2::SecurityGroup,EC2,SecurityGroup,ec2.security_group,Id,,,yes,yes,,Resource Type definition for AWS::EC2::SecurityGroup
AWS::EC2::SecurityGroupEgress,EC2,SecurityGroupEgress,ec2.security_group_egress,Id,,,yes,no,,"Adds the specified outbound (egress) rule to a security group.  An outbound rule permits instances to send traffic to the specified IPv4 or IPv6 address range, the IP addresses that are specified by a"
AWS::EC2::SecurityGroupIngress,EC2,SecurityGroupIngress,ec2.security_group_ingress,Id,,,yes,no,,Resource Type definition for AWS::EC2::SecurityGroupIngress
AWS::EC2::SecurityGroupVpcAssociation,EC2,SecurityGroupVpcAssociation,ec2.security_group_vpc_association,"GroupId,VpcId",,,yes,no,,Resource type definition for the AWS::EC2::SecurityGroupVpcAssociation resource
AWS::EC2::SnapshotBlockPublicAccess,EC2,SnapshotBlockPublicAccess,ec2.snapshot_block_public_access,AccountId,,,yes,no,,Resource Type definition for AWS::EC2::SnapshotBlockPublicAccess
AWS::EC2::SpotFleet,EC2,SpotFleet,ec2.spot_fleet,Id,,,yes,no,,Resource Type definition for AWS::EC2::SpotFleet
AWS::EC2::SqlHaStandbyDetectedInstance,EC2,SqlHaStandbyDetectedInstance,ec2.sql_ha_standby_detected_instance,InstanceId,,,yes,no,,Resource Type definition for AWS::EC2::SqlHaStandbyDetectedInstance
AWS::EC2::Subnet,EC2,Subnet,ec2.subnet,SubnetId,,,yes,yes,,"Specifies a subnet for the specified VPC.  For an IPv4 only subnet, specify an IPv4 CIDR block. If the VPC has an IPv6 CIDR block, you can create an IPv6 only subnet or a dual stack subnet instead. Fo"
AWS::EC2::SubnetCidrBlock,EC2,SubnetCidrBlock,ec2.subnet_cidr_block,Id,,,yes,no,,The AWS::EC2::SubnetCidrBlock resource creates association between subnet and IPv6 CIDR
AWS::EC2::SubnetNetworkAclAssociation,EC2,SubnetNetworkAclAssociation,ec2.subnet_network_acl_association,AssociationId,,,yes,no,,Resource Type definition for AWS::EC2::SubnetNetworkAclAssociation
AWS::EC2::SubnetRouteTableAssociation,EC2,SubnetRouteTableAssociation,ec2.subnet_route_table_association,Id,,,yes,no,,Associates a subnet with a route table. The subnet and route table must be in the same VPC. This association causes traffic originating from the subnet to be routed according to the routes in the rout
AWS::EC2::TrafficMirrorFilter,EC2,TrafficMirrorFilter,ec2.traffic_mirror_filter,Id,,,yes,yes,,Resource schema for AWS::EC2::TrafficMirrorFilter
AWS::EC2::TrafficMirrorFilterRule,EC2,TrafficMirrorFilterRule,ec2.traffic_mirror_filter_rule,TrafficMirrorFilterRuleId,,,yes,yes,,Resource Type definition for for AWS::EC2::TrafficMirrorFilterRule
AWS::EC2::TrafficMirrorSession,EC2,TrafficMirrorSession,ec2.traffic_mirror_session,Id,,,yes,yes,,Resource schema for AWS::EC2::TrafficMirrorSession
AWS::EC2::TrafficMirrorTarget,EC2,TrafficMirrorTarget,ec2.traffic_mirror_target,Id,,,yes,yes,,The description of the Traffic Mirror target.
AWS::EC2::TransitGateway,EC2,TransitGateway,ec2.transit_gateway,Id,,TransitGatewayArn,yes,yes,,Resource Type definition for AWS::EC2::TransitGateway
AWS::EC2::TransitGatewayAttachment,EC2,TransitGatewayAttachment,ec2.transit_gateway_attachment,Id,,,yes,yes,1,Resource Type definition for AWS::EC2::TransitGatewayAttachment
AWS::EC2::TransitGatewayConnect,EC2,TransitGatewayConnect,ec2.transit_gateway_connect,TransitGatewayAttachmentId,,,yes,yes,,The AWS::EC2::TransitGatewayConnect type
AWS::EC2::TransitGatewayConnectPeer,EC2,TransitGatewayConnectPeer,ec2.transit_gateway_connect_peer,TransitGatewayConnectPeerId,,,yes,yes,,Resource Type definition for AWS::EC2::TransitGatewayConnectPeer
AWS::EC2::TransitGatewayMeteringPolicy,EC2,TransitGatewayMeteringPolicy,ec2.transit_gateway_metering_policy,TransitGatewayMeteringPolicyId,,,yes,yes,,AWS::EC2::TransitGatewayMeteringPolicy Resource Definition
AWS::EC2::TransitGatewayMeteringPolicyEntry,EC2,TransitGatewayMeteringPolicyEntry,ec2.transit_gateway_metering_policy_entry,"TransitGatewayMeteringPolicyId,PolicyRuleNumber",,,yes,no,,AWS::EC2::TransitGatewayMeteringPolicyEntry Resource Definition
