provider,service_group,resource,category,name,schema_path,doc,params_json,permissions
aws,Containers,ecs-container-instance,action,tag,aws.ecs-container-instance.actions.tag,Action to create tag(s) on an ECS resource,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ecs:TagResource
aws,Containers,ecs-container-instance,action,update-agent,aws.ecs-container-instance.actions.update-agent,Updates the agent on a container instance,"{""properties"":{},""required"":[""type""]}",ecs:UpdateContainerAgent
aws,Containers,ecs-container-instance,action,webhook,aws.ecs-container-instance.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Containers,ecs-service,filter,and,aws.ecs-service.filters.and,Parent base class for filters and actions.,,
aws,Containers,ecs-service,filter,event,aws.ecs-service.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs-service,filter,list-item,aws.ecs-service.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Containers,ecs-service,filter,marked-for-op,aws.ecs-service.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs-service,filter,metrics,aws.ecs-service.filters.metrics,Supports cloud watch metrics filters on resources.,"{""properties"":{""namespace"":""string"",""name"":""string"",""dimensions"":""object"",""statistics"":""string"",""days"":""number"",""op"":""string"",""value"":""number"",""period"":""number"",""attr-multiplier"":""number"",""percent-attr"":""string"",""missing-value"":""number""},""required"":[""value"",""name""]}",cloudwatch:GetMetricStatistics
aws,Containers,ecs-service,filter,network-location,aws.ecs-service.filters.network-location,"On a network attached resource, determine intersection of","{""properties"":{""missing-ok"":""boolean"",""match"":""string"",""compare"":""array"",""key"":""string"",""max-cardinality"":""integer"",""ignore"":""array"",""value"":""array""},""required"":[""key"",""type""]}","ec2:DescribeSecurityGroups,ec2:DescribeSubnets"
aws,Containers,ecs-service,filter,not,aws.ecs-service.filters.not,Parent base class for filters and actions.,,
aws,Containers,ecs-service,filter,offhour,aws.ecs-service.filters.offhour,Schedule offhours for resources see :ref:`offhours <offhours>`,"{""properties"":{""tag"":""string"",""default_tz"":""string"",""fallback-schedule"":""string"",""fallback_schedule"":""string"",""weekends"":""boolean"",""weekends-only"":""boolean"",""opt-out"":""boolean"",""skip-days"":""array"",""skip-days-from"":""object"",""offhour"":""integer""},""required"":[""offhour"",""default_tz"",""type""]}",
aws,Containers,ecs-service,filter,onhour,aws.ecs-service.filters.onhour,Schedule offhours for resources see :ref:`offhours <offhours>`,"{""properties"":{""tag"":""string"",""default_tz"":""string"",""fallback-schedule"":""string"",""fallback_schedule"":""string"",""weekends"":""boolean"",""weekends-only"":""boolean"",""opt-out"":""boolean"",""skip-days"":""array"",""skip-days-from"":""object"",""onhour"":""integer""},""required"":[""onhour"",""default_tz"",""type""]}",
aws,Containers,ecs-service,filter,or,aws.ecs-service.filters.or,Parent base class for filters and actions.,,
aws,Containers,ecs-service,filter,reduce,aws.ecs-service.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Containers,ecs-service,filter,security-group,aws.ecs-service.filters.security-group,Filter a resource by its associated security groups.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""]},""required"":[""type""]}",
aws,Containers,ecs-service,filter,subnet,aws.ecs-service.filters.subnet,Filter a resource by its associated subnets attributes.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""],""igw"":[true,false]},""required"":[""type""]}",
aws,Containers,ecs-service,filter,taggable,aws.ecs-service.filters.taggable,Filter ECS resources on arn-format,"{""properties"":{""state"":""boolean""},""required"":[""type""]}",
aws,Containers,ecs-service,filter,task-definition,aws.ecs-service.filters.task-definition,Filter services by their task definitions.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}","ecs:DescribeTaskDefinition,ecs:ListTaskDefinitions"
aws,Containers,ecs-service,filter,value,aws.ecs-service.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs-service,action,auto-tag-user,aws.ecs-service.actions.auto-tag-user,Tag a resource with the user who created/modified it.,"{""properties"":{""user-type"":""array"",""update"":""boolean"",""tag"":""string"",""principal_id_tag"":""string"",""value"":""string""},""required"":[""tag"",""type""]}",
aws,Containers,ecs-service,action,delete,aws.ecs-service.actions.delete,Delete service(s).,"{""properties"":{},""required"":[""type""]}",ecs:DeleteService
aws,Containers,ecs-service,action,mark-for-op,aws.ecs-service.actions.mark-for-op,Mark ECS resources for deferred action,"{""properties"":{""tag"":""string"",""msg"":""string"",""days"":""number"",""hours"":""number"",""tz"":""string"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs-service,action,modify,aws.ecs-service.actions.modify,Action to update service,"{""properties"":{""update"":""?""},""required"":[""type""]}",ecs:UpdateService
aws,Containers,ecs-service,action,modify-definition,aws.ecs-service.actions.modify-definition,Parent base class for filters and actions.,"{""properties"":{""properties"":""object""},""required"":[""type""]}","ecs:RegisterTaskDefinition,ecs:UpdateService"
aws,Containers,ecs-service,action,remove-tag,aws.ecs-service.actions.remove-tag,Remove tag(s) from ECS resources,"{""properties"":{""tags"":""array""},""required"":[""type""]}",ecs:UntagResource
aws,Containers,ecs-service,action,resize,aws.ecs-service.actions.resize,Action to resize the min/max/desired count in an application autoscaling target,"{""properties"":{""min-capacity"":""integer"",""max-capacity"":""integer"",""desired"":""?"",""save-options-tag"":""string"",""restore-options-tag"":""string"",""suspend-scaling"":""boolean"",""restore-scaling"":""boolean""},""required"":[""type""]}","ecs:UpdateService,ecs:TagResource,ecs:UntagResource"
aws,Containers,ecs-service,action,tag,aws.ecs-service.actions.tag,Action to create tag(s) on an ECS resource,"{""properties"":{""tags"":""object"",""key"":""string"",""value"":""string"",""tag"":""string""},""required"":[""type""]}",ecs:TagResource
aws,Containers,ecs-service,action,webhook,aws.ecs-service.actions.webhook,Calls a webhook with optional parameters and body,"{""properties"":{""url"":""string"",""body"":""string"",""batch"":""boolean"",""batch-size"":""number"",""method"":""string"",""query-params"":""object"",""headers"":""object""},""required"":[""url"",""type""]}",
aws,Containers,ecs-task,filter,and,aws.ecs-task.filters.and,Parent base class for filters and actions.,,
aws,Containers,ecs-task,filter,event,aws.ecs-task.filters.event,Filter a resource based on an event.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
aws,Containers,ecs-task,filter,list-item,aws.ecs-task.filters.list-item,"Perform multi attribute filtering on items within a list,","{""properties"":{""key"":""string"",""attrs"":""#/definitions/filters_common/list_item_attrs"",""count"":""number"",""count_op"":""#/definitions/filters_common/comparison_operators""},""required"":[""type""]}",
aws,Containers,ecs-task,filter,marked-for-op,aws.ecs-task.filters.marked-for-op,Filter resources for tag specified future action,"{""properties"":{""tag"":""string"",""tz"":""string"",""skew"":""number"",""skew_hours"":""number"",""op"":""string""},""required"":[""type""]}",
aws,Containers,ecs-task,filter,network-location,aws.ecs-task.filters.network-location,"On a network attached resource, determine intersection of","{""properties"":{""missing-ok"":""boolean"",""match"":""string"",""compare"":""array"",""key"":""string"",""max-cardinality"":""integer"",""ignore"":""array"",""value"":""array""},""required"":[""key"",""type""]}","ec2:DescribeSecurityGroups,ec2:DescribeSubnets"
aws,Containers,ecs-task,filter,not,aws.ecs-task.filters.not,Parent base class for filters and actions.,,
aws,Containers,ecs-task,filter,or,aws.ecs-task.filters.or,Parent base class for filters and actions.,,
aws,Containers,ecs-task,filter,reduce,aws.ecs-task.filters.reduce,"Generic reduce filter to group, sort, and limit your resources.","{""properties"":{""group-by"":""?"",""sort-by"":""?"",""order"":[""asc"",""desc"",""reverse"",""randomize""],""null-order"":[""first"",""last""],""limit"":""number"",""limit-percent"":""number"",""discard"":""number"",""discard-percent"":""number""},""required"":[""type""]}",
aws,Containers,ecs-task,filter,security-group,aws.ecs-task.filters.security-group,Filter a resource by its associated security groups.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""]},""required"":[""type""]}",
aws,Containers,ecs-task,filter,subnet,aws.ecs-task.filters.subnet,Filter a resource by its associated subnets attributes.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string"",""match-resource"":""boolean"",""operator"":[""and"",""or""],""igw"":[true,false]},""required"":[""type""]}",
aws,Containers,ecs-task,filter,taggable,aws.ecs-task.filters.taggable,Filter ECS resources on arn-format,"{""properties"":{""state"":""boolean""},""required"":[""type""]}",
aws,Containers,ecs-task,filter,task-definition,aws.ecs-task.filters.task-definition,Filter tasks by their task definition.,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}","ecs:DescribeTaskDefinition,ecs:ListTaskDefinitions"
aws,Containers,ecs-task,filter,value,aws.ecs-task.filters.value,Generic value filter using jmespath,"{""properties"":{""key"":""string"",""value_type"":""#/definitions/filters_common/value_types"",""default"":""object"",""value_regex"":""string"",""value_from"":""#/definitions/filters_common/value_from"",""value"":""#/definitions/filters_common/value"",""op"":""#/definitions/filters_common/comparison_operators"",""value_path"":""string""},""required"":[""type""]}",
